,province,district,subdistrict,voting_district,ptp_cname,ptp_cno,mfp_cname,mfp_cno,tstp_cname,tstp_cno
150,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
151,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
152,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
153,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
154,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
155,กรุงเทพมหานคร,พญาไท,พญาไท,6,นายภัทร ภมรมนตรี,1,นายกัณตภณ ดวงอัมพร,3,นายรัตนมงคล เลิศทวีวิทย์,8
156,กรุงเทพมหานคร,พญาไท,สามเสนใน,6,นายภัทร ภมรมนตรี,1,นายกัณตภณ ดวงอัมพร,3,นายรัตนมงคล เลิศทวีวิทย์,8
157,กรุงเทพมหานคร,พระโขนง,บางจาก,23,นายกวีวงศ์ อยู่วิจิตร,3,นายปิยรัฐ จงเทพ,11,นายปณิธาน ประจวบเหมาะ,4
158,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,23,นายกวีวงศ์ อยู่วิจิตร,3,นายปิยรัฐ จงเทพ,11,นายปณิธาน ประจวบเหมาะ,4
159,กรุงเทพมหานคร,พระนคร,ชนะสงคราม,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
160,กรุงเทพมหานคร,พระนคร,ตลาดยอด,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
161,กรุงเทพมหานคร,พระนคร,บวรนิเวศ,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
162,กรุงเทพมหานคร,พระนคร,บางขุนพรหม,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
163,กรุงเทพมหานคร,พระนคร,บ้านพานถม,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
164,กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
165,กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
166,กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
167,กรุงเทพมหานคร,พระนคร,วัดสามพระยา,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
168,กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,1,นางสาวกานต์กนิษฐ์ แห้วสันตติ,8,นายปารเมศ วิทยารักษ์สรรค์,5,นางสาวสุวดี พันธุ์พานิช,7
